GEO_ID,Total,White,Black,NativeAmerican,Asian,HawaiianAPI,Other,Twoplus,TwoplusOther,TwominusOther_Threeplus
06037192700,3234,1326,95,137,525,0,956,195,117,78
06037194101,3139,2371,111,24,310,0,103,220,38,182
06037194102,2490,1851,68,0,312,0,63,196,136,60
06037194200,3440,2725,0,8,349,0,24,334,88,246
06037194300,2746,2354,33,0,85,15,23,236,173,63
06037194401,2636,1603,127,39,339,0,256,272,81,191
06037194402,3101,2565,53,0,338,0,52,93,41,52
06037194500,2011,1567,87,4,181,0,21,151,28,123
06037195100,5042,3656,91,11,689,0,115,480,216,264
06037195201,2698,1901,25,0,315,0,216,241,89,152
06037195202,3329,2437,41,8,316,7,143,377,219,158
06037195300,2903,1971,116,4,275,0,368,169,83,86
06037195400,4221,2989,178,0,352,84,308,310,229,81
06037195500,5010,2634,54,0,802,0,825,695,328,367
06037195600,2707,1072,49,0,275,0,1033,278,142,136
06037195710,4860,1777,241,45,532,24,1737,504,67,437
06037195720,1795,695,74,28,190,14,596,198,105,93
06037195802,2958,856,23,0,635,0,1291,153,73,80
06037195803,2351,1189,85,27,202,0,556,292,153,139
06037195804,2527,984,71,72,332,33,780,255,151,104
06037195901,2435,1366,15,15,358,0,583,98,63,35
06037195902,1779,1105,35,0,162,0,66,411,251,160
06037195903,1923,906,50,101,320,0,245,301,107,194
06037197200,3602,465,81,49,1823,33,954,197,93,104
06037197300,3847,1989,107,53,518,38,767,375,105,270
06037197410,3725,2228,58,9,321,0,467,642,208,434
06037197420,3962,1564,194,0,234,0,1533,437,215,222
06037197500,3882,1939,120,67,525,0,993,238,150,88
06037197600,2130,949,7,0,168,0,648,358,347,11
06037197700,4963,1344,98,18,2179,0,733,591,400,191
06037199001,2214,208,0,11,936,0,924,135,129,6
06037199002,2610,712,60,93,697,0,961,87,57,30
06037199110,2452,497,5,20,141,0,1270,519,470,49
06037199120,4031,640,253,0,941,18,1863,316,235,81
06037199201,3540,317,21,13,1241,0,1725,223,188,35
06037199202,2594,880,19,109,317,0,1091,178,141,37
06037199300,4093,1281,51,92,898,0,1118,653,460,193
06037199400,4497,1003,242,41,1304,0,1775,132,80,52
06037199700,3025,575,138,115,498,72,1384,243,90,153
06037199801,3745,462,17,56,1067,116,1952,75,38,37
06037199802,2064,506,0,65,969,0,438,86,55,31
06037199900,2341,460,0,0,344,0,1458,79,74,5
06037201110,2390,631,60,26,261,0,1048,364,338,26
06037201120,3934,1223,119,61,302,0,1687,542,315,227
06037201200,2711,670,0,29,268,0,1244,500,408,92
06037201301,3433,1409,224,41,807,0,699,253,217,36
06037201302,4001,1002,318,32,1773,0,296,580,230,350
06037201401,4632,1063,227,24,375,0,2375,568,412,156
06037201402,4445,1679,22,45,627,0,1362,710,591,119
06037201501,5594,1136,61,132,865,0,2774,626,558,68
06037201503,3261,896,57,27,186,0,1709,386,386,0
06037201504,2177,571,28,16,210,0,971,381,372,9
06037201601,2337,340,140,69,255,0,1227,306,271,35
06037201602,2619,437,4,41,447,0,1478,212,182,30
06037201700,4865,1097,309,62,958,4,1721,714,452,262
06037203100,4357,1110,128,9,137,0,2404,569,529,40
06037203200,5417,990,56,79,82,0,3343,867,732,135
06037203300,1718,470,164,47,155,0,620,262,191,71
06037203500,2915,899,62,109,543,0,886,416,416,0
06037203601,2629,380,23,71,0,0,1499,656,656,0
06037203602,2074,444,58,0,31,0,1528,13,13,0
06037203710,3449,947,27,83,16,0,2205,171,145,26
06037203720,3892,529,0,178,38,46,2736,365,295,70
06037203800,4728,1185,36,169,50,0,2957,331,280,51
06037203900,3208,620,0,46,72,0,2308,162,162,0
06037204110,3097,406,32,2,26,0,2212,419,267,152
06037204120,2606,668,25,19,17,0,1787,90,83,7
06037204200,3427,818,46,0,106,15,2177,265,226,39
06037204300,5294,1311,16,29,105,0,3396,437,357,80
06037204410,2618,386,0,13,19,0,1895,305,257,48
06037204420,3085,323,97,153,23,0,2319,170,141,29
06037204600,4135,887,28,36,143,0,2109,932,912,20
06037204700,4847,1292,51,55,32,0,2996,421,351,70
06037204810,4929,1204,62,36,6,0,3020,601,500,101
06037204820,2222,357,35,36,25,0,1508,261,261,0
06037204910,3065,776,24,11,0,0,1655,599,551,48
06037204920,2623,420,33,0,0,3,1726,441,416,25
06037205110,3447,549,24,16,21,0,2609,228,213,15
06037205120,3630,623,33,28,54,0,2188,704,704,0
06037206010,3729,861,41,0,1445,0,1265,117,69,48
06037206020,8994,2151,3119,159,339,20,1936,1270,896,374
06037206050,2317,374,56,63,144,0,1177,503,487,16
06037206051,1325,950,54,0,157,0,110,54,9,45
06037206052,3150,924,180,0,1423,79,287,257,88,169
06037206053,3007,430,168,69,296,0,1801,243,196,47
06037206054,2455,408,52,0,477,0,1275,243,198,45
06037206201,2203,513,334,13,916,0,311,116,17,99
06037206202,1915,448,277,92,933,0,68,97,12,85
06037206301,2133,601,1066,42,8,0,271,145,50,95
06037206302,2271,527,1020,89,38,0,234,363,84,279
06037206303,2757,717,1246,106,91,0,177,420,249,171
06037207101,3864,790,542,94,1584,0,353,501,104,397
06037207102,3198,340,164,32,1870,0,635,157,13,144
06037207103,2055,241,68,9,1499,5,159,74,25,49
06037207303,2387,1003,443,11,492,25,220,193,0,193
06037207304,2251,570,507,0,185,0,270,719,472,247
06037207305,796,578,50,0,19,0,71,78,38,40
06037207306,1947,926,354,7,343,0,134,183,18,165
06037207307,1403,389,541,72,147,50,59,145,113,32
06037207308,1268,807,121,0,259,0,75,6,0,6
06037207400,2091,776,314,17,563,0,250,171,148,23
06037207501,1995,537,169,0,595,14,368,312,161,151
06037207502,3652,996,328,0,1793,0,225,310,112,198
06037207711,2189,1007,277,33,740,0,68,64,52,12
06037207712,4388,882,727,0,1866,0,517,396,281,115
06037207901,3227,834,638,89,1207,0,99,360,124,236
06037207902,7214,2612,621,34,2572,0,389,986,324,662
06037208001,2452,484,257,22,639,0,814,236,59,177
06037208002,4147,579,54,0,204,0,2900,410,296,114
06037208301,1904,389,23,115,43,0,1226,108,93,15
06037208302,4881,1264,662,194,670,0,1790,301,244,57
06037208401,4092,352,244,100,1148,8,1945,295,209,86
06037208402,2719,835,68,0,394,9,1167,246,163,83
06037208501,2577,465,16,0,977,0,1000,119,75,44
06037208502,4208,919,197,0,437,0,2229,426,318,108
06037208610,4274,956,181,17,1365,64,1368,323,217,106
06037208620,3930,745,400,85,1106,27,1097,470,315,155
06037208710,4757,580,368,95,2137,0,1244,333,156,177
06037208720,3917,1914,174,303,314,0,957,255,244,11
06037208801,3397,718,530,95,750,0,1037,267,153,114
06037208802,2792,774,236,48,829,0,717,188,140,48
06037208902,2376,442,149,63,104,0,1468,150,99,51
06037208903,3955,861,276,168,160,0,2318,172,91,81
06037208904,3816,757,82,171,406,0,1970,430,351,79
06037209103,3648,1056,275,5,16,0,2140,156,147,9
06037209104,2485,511,161,81,172,0,1320,240,199,41
06037209105,3231,653,199,0,366,0,1974,39,39,0
06037209106,2531,537,465,3,515,0,961,50,19,31
06037209201,3026,925,607,0,982,0,320,192,83,109
06037209202,1485,457,161,10,175,0,638,44,17,27
06037209300,4763,895,611,84,590,0,2057,526,361,165
06037209401,4095,1310,505,25,523,1,1529,202,150,52
06037209402,4296,1215,58,86,197,0,2282,458,341,117
06037209403,4311,792,391,215,619,0,2174,120,35,85
06037209510,2635,544,133,0,818,0,775,365,280,85
06037209520,2569,831,143,115,174,0,1102,204,188,16
06037209810,2740,925,90,61,221,8,1268,167,119,48
06037209820,2559,778,48,44,54,0,1462,173,144,29
06037210010,3349,963,50,151,438,0,1378,369,363,6
06037211000,5130,2762,327,0,1432,0,117,492,342,150
06037211121,2354,547,198,0,803,0,624,182,51,131
06037211122,2641,494,241,3,880,0,815,208,115,93
06037211123,1748,236,46,32,1309,0,105,20,0,20
06037211124,4321,571,57,0,2555,0,872,266,199,67
06037211201,2391,653,108,28,420,0,871,311,168,143
06037211202,2307,444,87,12,589,0,910,265,152,113
06037211310,3330,696,213,0,833,0,1488,100,83,17
06037211320,3326,674,174,56,707,0,1196,519,90,429
06037211410,3038,433,140,124,1334,0,948,59,19,40
06037211420,3639,732,231,5,870,0,1117,684,590,94
06037211500,4064,1616,149,0,1343,0,708,248,149,99
06037211701,2677,1133,104,0,955,0,106,379,280,99
06037211703,4624,777,272,0,2420,0,677,478,221,257
06037211704,2802,598,244,22,1266,0,323,349,203,146
06037211802,4575,1134,153,127,1969,69,924,199,96,103
06037211803,3528,388,125,0,2311,0,599,105,73,32
06037211804,3131,450,186,69,1776,0,568,82,79,3
06037211910,4143,817,296,0,1311,0,1413,306,230,76
06037211921,2113,350,100,29,923,9,566,136,78,58
06037211922,3420,341,343,45,1066,7,1451,167,89,78
06037212101,2612,480,403,26,1341,0,261,101,29,72
06037212102,2682,248,525,71,1098,9,561,170,140,30
06037212202,3417,917,145,42,641,0,1190,482,348,134
06037212203,2733,676,153,22,912,0,823,147,100,47
06037212204,3431,667,237,0,495,0,1547,485,457,28
06037212303,3864,554,313,16,757,9,1378,837,721,116
06037212304,1721,702,132,69,161,5,531,121,40,81
06037212305,2745,423,87,0,494,0,1555,186,49,137
06037212306,3030,510,126,78,1155,0,735,426,395,31
06037212410,4084,478,57,0,1277,0,1211,1061,853,208
06037212420,2616,548,211,0,605,0,1019,233,128,105
06037212501,1898,697,103,6,339,0,707,46,8,38
06037212502,2997,437,180,69,1472,0,683,156,66,90
06037212610,4218,530,143,228,1989,0,976,352,253,99
06037212620,3799,758,129,63,1838,0,709,302,197,105
06037212701,2277,414,252,27,1361,0,97,126,59,67
06037212702,3360,911,209,17,1646,0,329,248,95,153
06037212800,3176,894,264,0,1380,0,303,335,235,100
06037212900,3842,1275,403,2,942,0,684,536,508,28
06037213100,2860,298,464,6,1647,0,336,109,101,8
06037213201,4162,415,64,184,1805,0,1323,371,314,57
06037213202,3899,673,63,13,1153,0,1611,386,331,55
06037213310,2578,159,30,218,1091,0,891,189,49,140
06037213320,2569,611,28,9,661,0,780,480,480,0
06037213401,4818,788,126,97,928,0,1814,1065,1053,12
06037213402,4697,907,161,62,771,1,1954,841,761,80
06037214000,3692,3304,0,0,70,12,49,257,114,143
06037214100,3569,2982,76,0,239,1,29,242,166,76
06037214400,2905,2259,33,0,238,0,173,202,67,135
06037214501,3679,1438,340,15,1528,0,42,316,166,150
06037214503,3302,1636,193,41,1014,0,220,198,96,102
06037214504,3532,1577,308,16,1215,0,71,345,175,170
06037214505,1469,870,125,0,195,0,68,211,49,162
06037214600,2247,1682,173,0,157,0,33,202,35,167
06037214700,2320,1803,146,0,170,0,21,180,58,122
06037214800,2835,1950,171,6,189,0,122,397,95,302
06037214902,2444,1943,86,0,138,0,53,224,86,138
06037214903,1507,1133,47,0,114,0,104,109,70,39
06037214904,1390,1177,26,0,94,0,79,14,0,14
06037215101,2812,1518,156,29,457,0,230,422,248,174
06037215102,2952,1837,420,0,269,0,54,372,171,201
06037216100,2156,1307,314,17,260,11,79,168,56,112
06037216201,2510,1174,262,6,678,0,48,342,171,171
06037216202,2472,1300,443,14,372,0,196,147,133,14
06037216301,1439,1088,39,0,68,0,0,244,151,93
06037216302,3214,1851,341,10,330,0,347,335,66,269
06037216401,3295,2238,129,0,333,30,85,480,275,205
06037216402,2404,1703,70,23,140,0,70,398,269,129
06037216700,3440,1563,930,21,301,0,348,277,170,107
06037216800,3324,2015,281,9,270,13,238,498,272,226
06037216901,2687,1025,1179,12,110,9,8,344,71,273
06037216902,2227,1003,243,18,82,0,416,465,391,74
06037217001,2647,2125,33,0,54,0,209,226,154,72
06037217002,4859,3763,285,7,297,0,173,334,161,173
06037217101,2518,739,265,3,108,0,474,929,880,49
06037217102,2667,1086,832,0,205,0,213,331,100,231
06037217200,3839,1148,1026,0,311,20,873,461,318,143
06037218110,3521,779,869,34,382,0,1216,241,202,39
06037218120,3684,1049,509,0,467,127,1113,419,363,56
06037218210,4090,1283,369,106,127,0,1551,654,643,11
06037218220,3858,1422,947,37,394,39,642,377,164,213
06037218300,4933,1857,1350,20,331,0,963,412,202,210
06037218400,4079,1393,510,23,217,0,1332,604,479,125
06037218500,2784,827,637,23,73,0,677,547,259,288
06037218600,3102,1050,494,0,393,0,563,602,421,181
06037218701,2079,518,684,3,113,11,480,270,204,66
06037218702,2627,488,585,0,108,0,949,497,417,80
06037218800,2664,456,604,0,432,0,669,503,455,48
06037218900,5229,1320,1845,14,372,0,1152,526,347,179
06037219010,3023,841,896,5,10,0,651,620,400,220
06037219020,4625,1298,841,18,90,0,1420,958,817,141
06037219300,3664,1189,558,27,190,0,994,706,615,91
06037219500,2053,405,916,0,315,0,257,160,100,60
06037219700,4479,1709,1027,42,85,0,914,702,650,52
06037219800,3048,1256,468,0,20,0,748,556,490,66
06037219901,4944,1570,590,0,86,0,1507,1191,1175,16
06037219902,3514,1298,486,0,78,8,1243,401,307,94
06037220000,4460,1092,1861,10,234,26,639,598,399,199
06037220100,2583,699,1280,0,157,0,148,299,121,178
06037221110,3161,1058,49,9,319,33,758,935,900,35
06037221120,2922,715,23,9,174,0,1754,247,242,5
06037221210,3095,944,149,17,267,0,1011,707,672,35
06037221220,2979,653,15,58,258,0,1412,583,529,54
06037221302,3681,1103,424,43,182,76,1576,277,225,52
06037221303,2611,720,157,81,156,0,1240,257,245,12
06037221304,3674,322,678,11,725,0,1468,470,384,86
06037221401,3341,932,1309,15,361,0,361,363,178,185
06037221402,3063,697,584,32,601,0,972,177,102,75
06037221500,3513,1035,528,9,174,49,1611,107,95,12
06037221601,3354,834,335,79,158,0,1187,761,679,82
06037221602,2455,772,159,27,173,0,978,346,309,37
06037221710,2890,776,67,0,451,0,1094,502,477,25
06037221810,2679,741,78,0,693,25,628,514,300,214
06037221820,2335,1024,121,12,746,0,265,167,124,43
06037221900,4281,1757,414,75,1110,0,478,447,211,236
06037222001,3139,986,648,15,189,0,858,443,346,97
06037222002,5172,1881,824,0,87,0,2133,247,178,69
06037222100,4058,1182,700,0,398,0,1319,459,390,69
06037222200,3895,1161,598,19,115,0,1457,545,402,143
06037222500,4616,1179,1323,135,96,28,1568,287,221,66
06037222600,5668,1530,850,46,1361,0,1564,317,191,126
06037222700,4094,1723,403,22,1179,0,364,403,78,325
06037224010,3137,849,639,99,385,0,753,412,330,82
06037224020,2633,752,223,45,41,0,1159,413,353,60
06037224200,2429,828,36,172,50,0,1138,205,167,38
06037224310,1964,939,56,0,123,0,737,109,65,44
06037224320,3300,883,111,16,178,0,2016,96,96,0
06037224410,3029,1150,311,26,272,0,968,302,191,111
06037224420,2449,1006,141,50,138,0,508,606,586,20
06037224600,3037,467,239,116,81,13,1393,728,721,7
06037224701,2613,1003,169,49,901,5,174,312,80,232
06037224702,2646,1078,71,30,1106,0,136,225,77,148
06037226001,2188,471,291,71,17,0,599,739,739,0
06037226002,1960,550,272,6,235,0,720,177,32,145
06037226410,3579,926,34,172,0,5,1920,522,506,16
06037226420,5306,994,213,23,237,37,2895,907,907,0
06037226701,2846,424,65,196,0,0,1261,900,900,0
06037226702,4285,927,93,11,0,0,2051,1203,1101,102
06037227010,4550,1213,279,0,0,0,2417,641,641,0
06037227020,3529,608,2,186,4,0,2185,544,544,0
06037228100,5158,2348,14,0,33,0,2327,436,399,37
06037228210,4119,974,265,190,78,0,2147,465,386,79
06037228220,4584,829,249,60,27,0,2334,1085,978,107
06037228310,4506,1265,164,91,1,0,2120,865,853,12
06037228320,3351,1014,121,4,0,0,1883,329,329,0
06037228410,3372,602,93,56,52,20,2092,457,352,105
06037228420,3165,580,73,196,0,0,1912,404,373,31
06037228500,5069,1266,1023,48,9,189,1692,842,842,0
06037228600,5006,694,212,13,0,0,3533,554,504,50
06037228710,4147,912,218,58,17,0,2306,636,592,44
06037228720,4800,1277,494,33,0,21,2197,778,712,66
06037228800,5347,1606,422,170,129,0,2276,744,744,0
06037228900,2967,682,230,197,0,0,1438,420,372,48
06037229100,4635,1430,643,61,0,0,1881,620,597,23
06037229200,4427,879,470,0,57,0,1976,1045,1045,0
06037229300,5973,2032,166,62,30,15,2562,1106,1020,86
06037229410,3932,1184,423,0,3,0,1354,968,922,46
06037229420,4320,949,352,39,7,0,2350,623,614,9
06037231100,3809,1245,674,41,53,9,1376,411,278,133
06037231210,4279,1353,978,29,71,81,1392,375,329,46
06037231220,4353,740,889,22,462,0,1623,617,392,225
06037231301,2479,1030,214,18,52,0,665,500,373,127
06037231302,3117,567,769,168,48,0,922,643,600,43
06037231400,5195,1329,940,1,96,44,2076,709,699,10
06037231500,5135,1004,1664,97,414,0,1416,540,445,95
06037231601,2448,544,533,96,0,0,1028,247,183,64
06037231602,2048,541,374,55,12,0,863,203,195,8
06037231603,2788,594,553,243,47,0,1270,81,75,6
06037231710,4303,1274,572,33,9,0,1899,516,509,7
06037231720,5257,1737,262,26,113,0,2262,857,803,54
06037231800,5258,1522,271,49,0,0,2688,728,610,118
06037231901,2867,893,343,87,2,0,1325,217,114,103
06037231902,3255,1510,326,144,0,0,949,326,326,0
06037232110,3378,969,590,8,21,0,1063,727,661,66
06037232120,5308,1446,1155,0,142,0,2050,515,478,37
06037232200,3638,821,797,0,79,0,1278,663,566,97
06037232300,4992,1412,1250,3,1,10,1953,363,306,57
06037232401,3968,855,1116,0,29,28,1393,547,486,61
06037232402,3095,766,1052,44,0,0,1143,90,28,62
06037232500,4736,516,1654,70,70,0,2060,366,279,87
06037232601,1772,142,358,30,54,0,874,314,199,115
06037232602,5552,824,1324,174,0,0,2904,326,279,47
06037232701,2502,586,351,35,10,0,1376,144,82,62
06037232702,4676,913,339,396,3,0,2459,566,558,8
06037232800,4426,1358,477,275,0,0,1172,1144,1086,58
06037234001,2379,317,1752,6,16,0,149,139,66,73
06037234002,3030,720,1180,54,34,0,964,78,36,42
06037234200,2569,296,1368,36,216,0,216,437,372,65
06037234301,1684,236,1324,15,0,5,44,60,0,60
06037234302,2441,0,2212,0,0,0,167,62,0,62
06037234501,2901,438,1734,82,72,0,324,251,195,56
06037234502,2772,293,1852,0,64,0,507,56,43,13
06037234600,4885,534,2822,0,36,0,905,588,345,243
06037234700,3700,461,1942,0,50,0,348,899,445,454
06037234800,3424,617,1489,24,88,52,756,398,363,35
06037234901,2954,443,1657,8,75,45,577,149,133,16
06037234902,4558,853,1949,13,44,4,1021,674,532,142
06037235100,4074,675,2628,23,244,0,303,201,92,109
06037235201,2847,323,1643,0,5,0,246,630,439,191
06037235202,3888,375,2547,22,0,0,363,581,268,313
06037236001,4207,1516,2212,0,131,0,162,186,0,186
06037236101,2421,82,1426,0,459,0,249,205,147,58
06037236102,3573,322,2275,0,238,0,631,107,44,63
06037236203,3727,341,1741,0,52,0,553,1040,984,56
06037236204,2968,131,1544,75,0,31,914,273,217,56
06037236205,3421,303,1894,69,15,0,623,517,517,0
06037236206,2983,325,1076,24,79,0,1059,420,392,28
06037236400,4551,416,3411,58,122,0,285,259,26,233
06037237101,3827,550,938,0,51,0,1981,307,234,73
06037237102,4038,1088,944,71,23,0,1392,520,502,18
06037237201,4138,891,813,47,12,0,1927,448,398,50
06037237202,4653,704,1127,93,73,25,2141,490,484,6
06037237300,6051,592,2386,20,50,0,2376,627,233,394
06037237401,4331,480,870,0,5,0,2544,432,422,10
06037237402,3896,362,1165,0,192,0,1124,1053,1004,49
06037237500,2822,534,541,0,21,0,1047,679,613,66
06037237600,4014,674,923,49,0,0,1574,794,786,8
06037237710,4445,246,1477,7,215,0,2373,127,127,0
06037237720,3784,199,621,12,2,0,2173,777,703,74
06037237800,3880,416,1728,74,0,0,1323,339,334,5
06037237900,4131,528,2323,241,18,0,405,616,481,135
06037238000,5592,509,3434,1,22,0,906,720,200,520
06037238100,5165,819,3473,0,28,0,598,247,158,89
06037238200,6181,214,4359,0,36,0,1410,162,98,64
06037238310,5400,596,1127,0,57,0,2867,753,753,0
06037238320,3560,373,1197,124,0,65,1373,428,417,11
06037238400,5107,777,2816,22,0,18,983,491,213,278
06037239201,3563,488,317,30,3,0,2143,582,582,0
06037239202,5645,1084,416,92,8,0,3325,720,580,140
06037239310,4026,907,425,126,8,0,1706,854,853,1
06037239320,3078,666,277,14,47,0,1315,759,706,53
06037239330,2972,630,247,33,0,0,1781,281,263,18
06037239501,3668,768,1053,327,77,0,1023,420,414,6
06037239502,3624,839,693,94,7,0,1384,607,581,26
06037239601,3675,538,731,37,2,0,1911,456,426,30
06037239602,3967,423,464,0,49,0,2542,489,450,39
06037239701,4509,629,863,0,0,0,2734,283,283,0
06037239702,4567,173,1568,0,0,0,2336,490,447,43
06037239801,4116,743,934,186,0,0,1472,781,730,51
06037239802,5767,1572,793,96,74,0,2023,1209,988,221
06037240010,3888,593,697,21,0,0,1688,889,865,24
06037240020,5286,1391,665,62,0,32,2117,1019,994,25
06037240200,6345,978,1196,58,19,0,2719,1375,1293,82
06037240301,3061,343,995,54,93,14,1228,334,334,0
06037240302,2849,956,565,0,0,0,487,841,830,11
06037240401,6409,2197,1056,0,52,0,1543,1561,1204,357
06037240402,4276,1069,1041,200,131,0,1405,430,370,60
06037240500,6760,1065,1391,86,18,0,2390,1810,1802,8
06037240600,5431,807,1239,21,3,0,2416,945,945,0
06037240700,6324,1754,1175,389,63,0,1808,1135,973,162
06037240800,4470,1302,1000,64,112,0,1343,649,515,134
06037240901,2711,1158,161,45,24,0,1120,203,203,0
06037240902,3658,1191,440,252,0,0,1615,160,160,0
06037241001,4641,1118,1308,27,0,0,1575,613,501,112
06037241002,3776,579,1166,29,9,10,913,1070,904,166
06037241110,3819,834,673,216,14,0,852,1230,1200,30
06037241120,4207,1568,630,269,126,0,1000,614,537,77
06037241201,3287,533,1250,0,41,0,817,646,635,11
06037241202,5291,1554,1771,0,0,0,1354,612,611,1
06037241300,2376,461,824,26,8,8,469,580,546,34
06037241400,3974,694,788,53,38,0,1622,779,684,95
06037242000,4074,649,934,235,135,0,1431,690,678,12
06037242100,2680,1010,494,103,29,21,595,428,374,54
06037242201,4011,569,358,0,188,0,2068,828,822,6
06037242202,2966,297,633,0,0,0,1652,384,340,44
06037242300,5010,1033,1106,176,104,0,2098,493,493,0
06037242600,4698,685,1831,11,0,0,1763,408,385,23
06037242700,4982,1153,883,0,2,0,2449,495,331,164
06037243001,3444,616,382,424,0,0,1090,932,839,93
06037243002,2846,1018,179,168,37,0,962,482,435,47
06037243100,5552,818,1712,9,14,0,2219,780,605,175
06037261102,3502,3051,65,0,124,0,9,253,125,128
06037261103,1767,1430,99,0,117,0,20,101,6,95
06037261104,1547,1215,74,0,105,0,32,121,113,8
06037261200,3967,2817,63,0,396,0,88,603,385,218
06037262100,2457,2217,0,0,148,0,0,92,0,92
06037262200,4378,3165,192,8,488,0,93,432,162,270
06037262301,2806,2064,82,16,351,0,55,238,90,148
06037262302,2839,2463,15,0,92,0,4,265,21,244
06037262303,2749,2375,24,15,183,0,4,148,35,113
06037262400,2900,2417,130,0,71,0,52,230,174,56
06037262501,3709,3272,21,0,243,0,2,171,19,152
06037262601,3330,2521,17,0,452,0,75,265,78,187
06037262604,5763,4699,109,0,306,2,5,642,134,508
06037262704,3590,2774,15,0,253,0,47,501,68,433
06037262706,3492,3182,0,0,224,0,2,84,12,72
06037262802,3512,2857,0,0,341,0,10,304,86,218
06037264000,2968,2439,0,0,236,0,56,237,174,63
06037264102,2814,2177,0,0,351,0,47,239,121,118
06037264103,2777,2129,30,0,191,0,57,370,180,190
06037264303,2706,2125,0,0,213,0,47,321,72,249
06037264304,2358,1912,113,0,280,0,9,44,0,44
06037264305,4396,3240,8,0,118,0,78,952,685,267
06037264306,1703,1344,55,0,194,0,40,70,41,29
06037265100,2413,1989,128,0,113,0,146,37,0,37
06037265201,2615,1881,78,0,431,0,94,131,39,92
06037265203,1988,1395,179,0,293,0,0,121,11,110
06037265204,1544,853,14,0,450,0,193,34,0,34
06037265301,12794,4640,747,91,5031,33,1202,1050,296,754
06037265303,4736,1772,278,0,1778,52,388,468,164,304
06037265304,3009,1318,119,0,1212,27,112,221,109,112
06037265306,1788,895,84,0,431,0,144,234,10,224
06037265307,2190,892,311,0,749,8,55,175,28,147
06037265410,1679,1441,0,0,177,0,5,56,6,50
06037265420,1474,1022,20,0,223,9,21,179,75,104
06037265521,1569,734,0,8,694,0,0,133,0,133
06037265522,2086,1093,142,0,551,0,31,269,195,74
06037265523,2180,1241,0,6,277,8,6,642,218,424
06037265524,2864,1753,188,0,466,0,25,432,71,361
06037265601,3019,2363,34,55,373,0,85,109,0,109
06037265602,2928,2311,43,0,235,0,53,286,59,227
06037265701,1745,1181,120,0,268,0,0,176,44,132
06037265702,2993,2575,28,0,77,0,67,246,104,142
06037267101,3136,2315,0,0,604,0,15,202,106,96
06037267102,2928,2018,58,0,659,0,0,193,103,90
06037267201,2775,1938,33,0,503,0,79,222,67,155
06037267202,3654,2210,254,0,921,0,72,197,103,94
06037267300,3865,2238,260,6,706,18,126,511,213,298
06037267403,3538,2536,228,0,501,0,61,212,105,107
06037267404,3325,1961,176,0,749,0,91,348,32,316
06037267405,2527,1753,41,54,321,0,302,56,0,56
06037267406,1963,1113,75,0,315,0,232,228,189,39
06037267502,3228,2102,7,13,497,0,181,428,293,135
06037267503,2159,1024,16,0,914,0,51,154,94,60
06037267504,3396,2071,39,0,708,0,168,410,127,283
06037267600,2434,1154,57,0,853,12,49,309,207,102
06037267700,3890,1771,45,0,1665,0,123,286,59,227
06037267800,3096,1882,37,5,758,51,127,236,46,190
06037267901,2627,1807,61,0,473,0,73,213,93,120
06037267902,3570,2498,190,2,521,9,64,286,126,160
06037269000,4646,3412,93,0,728,0,95,318,90,228
06037269100,4212,3071,29,0,292,0,384,436,229,207
06037269300,3763,3059,39,0,212,0,77,376,133,243
06037269500,3855,3094,8,75,248,0,364,66,12,54
06037269601,3515,656,1233,23,130,0,869,604,521,83
06037269602,2532,755,145,92,171,7,874,488,336,152
06037269700,3769,1915,155,8,470,22,371,828,544,284
06037269800,3069,1541,159,15,853,0,181,320,226,94
06037269903,3318,1357,400,0,856,0,191,514,305,209
06037269905,2227,1137,250,0,487,0,182,171,106,65
06037269906,3327,1519,355,0,902,0,338,213,63,150
06037269907,2452,1168,280,0,602,29,40,333,268,65
06037269908,1847,766,189,0,553,0,151,188,112,76
06037269909,2098,1044,253,0,132,0,483,186,13,173
06037270101,1935,819,288,12,451,0,221,144,78,66
06037270102,2198,973,87,12,653,0,282,191,72,119
06037270200,3697,1378,553,51,429,0,795,491,367,124
06037270300,2815,850,841,38,267,0,609,210,139,71
06037271100,2461,1395,23,1,442,0,198,402,115,287
06037271200,2268,912,87,0,397,0,332,540,410,130
06037271300,5152,3057,35,30,1114,0,334,582,190,392
06037271400,3266,2360,0,10,372,0,90,434,260,174
06037271500,2926,1972,159,22,467,37,41,228,83,145
06037271600,5099,2375,211,6,1821,0,162,524,181,343
06037271702,4092,1558,192,22,1193,0,569,558,231,327
06037271703,2765,1590,35,0,779,56,113,192,44,148
06037271704,2996,1541,99,0,1148,0,31,177,59,118
06037271801,3045,1487,71,155,543,15,250,524,326,198
06037271803,3231,1457,472,0,330,0,249,723,375,348
06037271804,2414,1415,11,17,497,0,367,107,87,20
06037271901,3144,1641,448,94,457,0,332,172,82,90
06037271902,3871,2271,223,90,343,0,442,502,374,128
06037272100,4369,3029,108,201,222,15,195,599,296,303
06037272201,1991,1256,15,69,202,0,224,225,111,114
06037272202,3106,2060,113,0,354,0,106,473,170,303
06037272301,3234,2114,123,0,384,0,381,232,134,98
06037272302,3766,2106,91,116,357,0,860,236,178,58
06037273100,2644,1979,60,5,205,0,137,258,148,110
06037273200,2911,2062,256,0,49,0,270,274,174,100
06037273300,3024,1910,519,193,78,0,233,91,6,85
06037273403,1306,1077,102,0,41,19,5,62,56,6
06037273404,1424,1208,56,0,87,0,15,58,6,52
