GEO_ID,Total,White,Black,NativeAmerican,Asian,HawaiianAPI,Other,Twoplus,TwoplusOther,TwominusOther_Threeplus
06037273502,2625,2049,175,46,60,0,79,216,129,87
06037273600,2103,1609,11,0,136,0,63,284,219,65
06037273700,2796,2185,92,59,74,0,177,209,82,127
06037273800,3027,2020,66,0,274,0,166,501,244,257
06037273902,4011,2760,158,13,284,21,319,456,119,337
06037274100,4237,2797,626,0,372,0,75,367,41,326
06037274202,3820,2734,83,0,257,0,95,651,290,361
06037275101,979,558,124,0,139,0,66,92,55,37
06037275102,4265,2182,120,0,320,0,713,930,774,156
06037275200,3754,1482,224,21,573,0,1016,438,217,221
06037275311,4985,2771,271,36,1008,18,511,370,218,152
06037275312,1991,1532,61,0,172,0,31,195,9,186
06037275313,3298,2207,17,0,515,0,46,513,150,363
06037275400,4161,2639,276,0,673,0,183,390,0,390
06037275500,4808,2012,269,72,281,0,1029,1145,890,255
06037275603,2820,1460,36,0,599,0,276,449,238,211
06037275604,10065,6045,489,0,1748,0,409,1374,558,816
06037275605,2701,1353,428,0,689,0,0,231,102,129
06037276000,6609,4017,468,0,1046,0,66,1012,622,390
06037276101,2991,1305,679,0,570,0,17,420,204,216
06037276102,3262,651,1350,0,395,0,99,767,313,454
06037276400,4388,3146,277,0,517,10,31,407,186,221
06037276500,5617,3242,382,96,965,9,232,691,308,383
06037276601,4136,2808,159,37,423,0,167,542,311,231
06037276605,2366,1998,116,13,79,13,77,70,70,0
06037276606,2987,2062,133,0,473,0,77,242,173,69
06037276607,2787,1487,337,0,282,0,273,408,128,280
06037276608,2141,1323,33,0,429,0,77,279,231,48
06037277000,5947,3932,246,103,750,20,118,778,570,208
06037277100,3149,1601,7,103,617,37,253,531,128,403
06037277200,1845,604,180,41,303,0,495,222,80,142
06037277400,0,0,0,0,0,0,0,0,0,0
06037278001,2220,1315,82,101,349,0,74,299,195,104
06037278102,3116,2479,105,0,248,0,80,204,48,156
06037291110,4530,684,1928,33,34,0,843,1008,952,56
06037291120,2178,599,587,0,123,0,646,223,223,0
06037291130,3492,791,516,39,478,0,1102,566,483,83
06037291210,4752,788,1286,11,933,0,1320,414,338,76
06037291220,3008,420,447,51,705,0,1058,327,281,46
06037291300,3132,586,342,3,1388,23,339,451,173,278
06037292001,4219,515,436,0,1019,0,1935,314,206,108
06037292002,1993,636,75,0,158,0,536,588,441,147
06037293203,2936,967,110,0,536,0,1062,261,205,56
06037293204,3660,820,175,14,949,0,249,1453,1422,31
06037293205,3487,778,245,0,764,0,1350,350,229,121
06037293206,2882,448,429,30,381,0,1398,196,154,42
06037293301,2734,842,98,15,1300,5,219,255,88,167
06037293302,4637,1598,545,2,1184,0,238,1070,865,205
06037293304,5317,1708,275,17,748,0,1505,1064,931,133
06037293306,2195,1146,126,0,457,0,205,261,198,63
06037293307,2670,1213,182,0,278,0,555,442,317,125
06037294110,3938,1908,10,0,81,0,1314,625,572,53
06037294120,2809,1883,136,0,103,0,438,249,160,89
06037294200,4668,1819,127,135,151,14,1351,1071,962,109
06037294301,2731,1173,25,47,150,0,873,463,394,69
06037294302,4567,2494,164,24,127,0,1352,406,280,126
06037294410,5237,1044,1132,37,871,55,1042,1056,545,511
06037294421,2763,1006,286,0,352,0,690,429,388,41
06037294510,4095,2588,35,46,236,0,921,269,261,8
06037294520,3597,2295,58,5,63,0,879,297,265,32
06037294610,4021,2202,0,17,298,5,890,609,570,39
06037294620,4229,2778,190,0,35,92,426,708,492,216
06037294701,2789,1912,134,33,36,0,475,199,157,42
06037294810,3929,2464,86,0,21,81,911,366,178,188
06037294820,3289,2256,22,65,82,0,669,195,139,56
06037294830,4167,2652,169,29,28,0,910,379,209,170
06037294900,3824,2303,366,0,81,43,708,323,298,25
06037295103,5369,3490,146,28,755,0,98,852,479,373
06037296210,3616,1701,164,51,54,0,1006,640,377,263
06037296220,4154,2119,559,5,378,21,720,352,256,96
06037296300,4882,2681,176,14,1069,4,317,621,326,295
06037296401,3075,2004,292,5,301,0,239,234,177,57
06037296402,3346,1873,44,6,384,20,546,473,213,260
06037296500,3687,1265,127,12,71,30,1453,729,563,166
06037296600,5284,2543,393,21,219,102,1136,870,660,210
06037296901,4492,2154,358,73,130,0,1139,638,521,117
06037296902,4552,1756,186,42,194,0,1499,875,687,188
06037297001,1659,1089,44,0,66,0,39,421,180,241
06037297002,4376,2208,63,183,302,0,805,815,358,457
06037297110,4809,2896,286,10,159,32,881,545,330,215
06037297120,3264,1467,293,0,245,60,631,568,539,29
06037297201,4078,2476,138,43,407,0,700,314,165,149
06037297202,4128,2819,59,25,140,0,465,620,518,102
06037297300,2152,1505,76,0,101,10,156,304,80,224
06037297400,3248,2257,70,0,171,15,26,709,401,308
06037297501,2714,1664,29,16,155,0,63,787,582,205
06037297502,2724,1633,16,30,251,0,124,670,61,609
06037297601,3443,1795,277,33,23,55,316,944,493,451
06037297602,3388,2130,136,0,250,0,446,426,325,101
06037300100,6862,4243,0,0,1713,0,392,514,297,217
06037300200,5382,3207,73,23,1524,0,148,407,203,204
06037300301,6399,4034,59,0,1606,0,236,464,83,381
06037300400,5732,2837,3,0,1578,0,244,1070,756,314
06037300501,2785,1432,0,0,725,0,355,273,57,216
06037300503,5063,2442,1,18,1393,52,255,902,261,641
06037300601,6010,3101,190,40,1732,0,763,184,46,138
06037300602,3326,2071,8,0,574,62,175,436,118,318
06037300701,4988,3598,0,0,498,0,91,801,374,427
06037300702,5882,4854,0,15,573,0,133,307,115,192
06037300800,7172,4364,92,104,766,0,207,1639,605,1034
06037300901,5285,3782,248,0,933,17,76,229,54,175
06037300902,2046,1491,13,0,328,0,74,140,72,68
06037301000,5552,3887,120,1,530,0,471,543,120,423
06037301100,7140,5835,41,100,571,0,101,492,75,417
06037301203,4042,2969,65,0,509,0,203,296,90,206
06037301204,5018,3536,146,0,847,0,411,78,49,29
06037301205,2102,1708,20,15,204,0,24,131,23,108
06037301206,5361,4153,189,0,528,0,264,227,142,85
06037301300,1971,1688,0,0,164,0,12,107,60,47
06037301400,3803,3135,7,86,213,0,100,262,158,104
06037301501,1752,1456,0,0,181,56,31,28,5,23
06037301502,7242,5953,32,117,409,0,202,529,153,376
06037301601,5396,4386,61,0,335,0,508,106,74,32
06037301602,3897,2300,118,29,264,0,618,568,154,414
06037301701,2780,1899,27,0,337,0,199,318,192,126
06037301702,6160,3903,172,65,946,0,731,343,272,71
06037301801,5428,3562,52,0,1056,70,455,233,45,188
06037301802,5487,3384,454,0,734,0,488,427,321,106
06037301901,4267,3416,51,0,552,0,125,123,28,95
06037301902,3279,2105,20,0,762,0,283,109,4,105
06037302002,3944,2694,109,0,633,30,140,338,282,56
06037302003,3663,2791,24,0,347,16,167,318,76,242
06037302004,4055,3085,44,51,444,0,339,92,70,22
06037302102,5888,4071,128,0,616,0,559,514,259,255
06037302103,5089,3506,3,37,382,0,906,255,149,106
06037302104,3662,2032,157,0,917,3,396,157,108,49
06037302201,3785,2794,41,22,291,0,400,237,147,90
06037302202,5146,3582,153,43,662,51,374,281,203,78
06037302301,3656,2328,227,14,596,0,268,223,133,90
06037302302,5487,2654,96,34,819,0,1420,464,402,62
06037302401,7303,4475,52,45,1242,0,1288,201,146,55
06037302503,3878,2450,13,0,584,0,753,78,50,28
06037302504,3783,2227,24,0,428,0,892,212,149,63
06037302505,4281,2868,165,23,719,16,323,167,159,8
06037302506,3375,2437,29,17,320,0,464,108,16,92
06037310100,5207,3903,12,43,773,0,1,475,275,200
06037310201,5293,3562,39,16,493,0,865,318,160,158
06037310202,4972,3870,96,7,425,0,273,301,113,188
06037310300,3089,2254,0,0,466,0,40,329,132,197
06037310400,3483,2510,82,27,306,0,111,447,61,386
06037310501,3725,1880,211,22,230,13,424,945,660,285
06037310601,6584,2896,814,64,1259,0,718,833,608,225
06037310602,2794,2082,71,7,209,0,250,175,83,92
06037310701,2366,1679,134,0,154,0,209,190,77,113
06037310703,5030,4318,17,0,304,0,273,118,9,109
06037310704,4298,2678,46,85,449,0,297,743,356,387
06037310705,2469,1200,152,0,921,0,99,97,0,97
06037310800,5718,4322,55,0,715,0,271,355,143,212
06037310900,6892,3829,2,35,1248,0,832,946,750,196
06037311000,3940,2291,53,78,565,0,303,650,531,119
06037311100,4147,2834,14,0,475,0,438,386,214,172
06037311200,3085,2194,122,61,142,0,259,307,174,133
06037311300,4090,2708,71,105,367,0,125,714,533,181
06037311400,2369,1795,13,0,180,0,144,237,197,40
06037311500,6362,3630,378,52,538,16,439,1309,186,1123
06037311601,2578,998,50,0,243,0,226,1061,829,232
06037311602,4270,2616,277,8,722,19,270,358,68,290
06037311700,6165,3701,140,7,826,0,242,1249,908,341
06037311801,2951,2129,79,56,208,0,326,153,43,110
06037311802,4512,2294,321,11,497,0,1017,372,94,278
06037320101,3446,1801,95,102,114,0,808,526,526,0
06037320102,3782,1632,0,23,165,0,1729,233,167,66
06037320201,4143,1962,13,0,38,0,1403,727,560,167
06037320202,6272,1914,9,80,126,0,2545,1598,1512,86
06037320300,6315,2407,66,157,240,0,2139,1306,1297,9
06037400205,2584,1200,219,12,662,0,126,365,260,105
06037400206,5773,3305,100,6,943,37,614,768,455,313
06037400207,4675,2916,88,165,600,0,294,612,440,172
06037400208,1361,1000,0,0,197,0,69,95,67,28
06037400209,4409,2311,319,14,712,0,307,746,558,188
06037400304,8123,4121,85,14,1658,76,823,1346,1053,293
06037400402,4133,2326,87,0,788,0,211,721,393,328
06037400403,4344,2397,204,23,279,0,436,1005,743,262
06037400404,4183,3119,0,11,606,3,67,377,139,238
06037400501,1768,1401,0,0,110,41,100,116,77,39
06037400602,4837,2005,113,68,201,0,1104,1346,1318,28
06037400603,4999,2204,194,129,890,24,402,1156,1036,120
06037400605,7444,2752,240,18,2695,2,512,1225,825,400
06037400801,6912,3664,131,103,1191,0,718,1105,504,601
06037401001,2698,1832,0,0,362,0,245,259,121,138
06037401002,4464,2564,531,0,223,6,724,416,301,115
06037401101,5564,2877,100,93,449,0,999,1046,844,202
06037401102,4270,2264,67,5,538,0,513,883,570,313
06037401201,3550,1748,16,82,265,0,246,1193,775,418
06037401202,4161,2208,65,282,433,0,539,634,540,94
06037401203,5076,2420,153,44,548,0,934,977,622,355
06037401303,2272,1024,111,106,551,0,191,289,252,37
06037401304,5313,2327,154,0,1113,0,419,1300,850,450
06037401311,6781,4182,315,80,590,0,518,1096,731,365
06037401312,5067,2752,154,85,868,0,444,764,412,352
06037401500,5975,2718,280,11,564,9,843,1550,1394,156
06037401601,5267,3701,113,46,588,0,234,585,248,337
06037401602,5762,3520,346,33,383,0,601,879,595,284
06037401705,3049,1461,228,19,168,26,252,895,526,369
06037401706,4401,1428,129,10,604,18,1314,898,592,306
06037401707,8406,2889,362,142,1231,0,2858,924,685,239
06037401801,4467,2466,192,4,937,8,154,706,375,331
06037401802,3590,1809,156,0,370,17,122,1116,501,615
06037401901,3823,1701,194,3,1072,14,376,463,168,295
06037401902,6290,5015,215,36,393,13,336,282,71,211
06037402001,4043,1631,590,0,787,0,295,740,558,182
06037402002,4180,2631,217,30,357,0,430,515,383,132
06037402101,4986,906,467,194,480,0,1876,1063,933,130
06037402102,5344,1728,580,96,381,0,1890,669,420,249
06037402200,7081,2042,568,0,632,0,2214,1625,1451,174
06037402301,5169,2147,40,302,212,14,1784,670,499,171
06037402303,3964,1232,45,93,253,0,1575,766,710,56
06037402304,4098,797,12,165,278,18,2186,642,642,0
06037402403,5385,1507,181,220,618,0,2031,828,673,155
06037402404,2088,1000,192,30,537,0,159,170,68,102
06037402405,2204,737,171,70,28,0,936,262,232,30
06037402406,4736,1168,128,94,292,16,2451,587,532,55
06037402501,4868,1499,223,86,334,0,2284,442,391,51
06037402503,4333,942,194,10,683,0,2018,486,431,55
06037402504,2509,419,259,117,391,25,1068,230,202,28
06037402601,2892,791,9,57,86,16,1107,826,813,13
06037402602,4824,2147,94,285,440,0,1053,805,545,260
06037402702,5018,2078,228,64,128,0,1863,657,638,19
06037402703,5448,1115,634,17,515,51,1130,1986,1918,68
06037402705,3530,942,182,20,155,0,1758,473,282,191
06037402706,3629,1096,212,252,190,0,1161,718,621,97
06037402801,4815,878,56,150,319,0,2765,647,556,91
06037402803,3567,785,184,100,129,0,1464,905,868,37
06037402804,4442,558,258,48,315,8,2321,934,859,75
06037402902,6853,1820,232,0,701,10,2594,1496,1378,118
06037402903,3556,394,226,11,619,0,1907,399,362,37
06037402904,3671,1007,297,47,104,0,1595,621,534,87
06037403000,6796,1914,116,299,610,0,2680,1177,965,212
06037403305,2150,122,0,0,1866,0,71,91,46,45
06037403316,7039,2083,573,68,3199,0,499,617,219,398
06037403317,5008,1332,393,18,1847,17,584,817,697,120
06037403318,6250,2459,614,17,2294,0,436,430,278,152
06037403319,4148,840,31,17,2106,23,500,631,182,449
06037403320,5221,828,158,0,3644,0,120,471,349,122
06037403321,5536,1541,60,0,2572,0,783,580,354,226
06037403323,5551,645,397,329,3536,30,291,323,144,179
06037403324,6569,1001,367,42,4581,0,371,207,113,94
06037403325,4864,1165,68,0,3140,0,172,319,108,211
06037403326,2434,514,69,16,1315,5,322,193,120,73
06037403327,2431,909,91,0,855,0,262,314,239,75
06037403328,5435,1339,53,14,3198,11,566,254,53,201
06037403401,4895,630,254,0,3008,0,369,634,373,261
06037403402,3292,495,38,15,2075,98,282,289,190,99
06037403403,5228,452,134,0,3628,82,644,288,162,126
06037403404,2329,476,162,0,1495,0,112,84,35,49
06037403407,2193,282,88,0,1746,0,36,41,13,28
06037403408,6156,820,126,0,4441,0,320,449,334,115
06037403409,4119,1032,15,63,2193,36,376,404,265,139
06037403500,1497,485,58,0,535,0,141,278,108,170
06037403601,7006,1846,203,450,1039,0,2376,1092,937,155
06037403702,4084,2167,103,0,762,0,151,901,780,121
06037403703,4707,2081,162,36,799,0,957,672,503,169
06037403721,5469,2225,484,81,539,0,757,1383,998,385
06037403722,5430,2189,271,69,601,10,1492,798,624,174
06037403801,5653,2052,510,307,887,10,964,923,569,354
06037403802,6547,3799,286,110,621,115,1001,615,344,271
06037403901,3091,1783,69,21,305,4,466,443,288,155
06037403902,5232,2904,198,34,611,0,866,619,421,198
06037404000,4696,1772,123,59,525,0,1449,768,617,151
06037404100,6270,2243,12,173,400,0,2498,944,739,205
06037404201,3419,1561,79,2,332,8,786,651,573,78
06037404203,4309,1948,201,14,556,12,865,713,523,190
06037404301,5920,2437,185,59,185,0,2154,900,850,50
06037404302,2202,881,131,9,126,0,607,448,383,65
06037404401,3807,1560,52,0,87,0,1265,843,762,81
06037404402,4623,1452,89,29,651,0,902,1500,1446,54
06037404501,2786,751,0,132,144,14,1024,721,691,30
06037404503,2875,672,74,15,477,103,659,875,669,206
06037404504,5291,1695,189,38,914,0,1840,615,232,383
06037404600,1343,552,0,14,2,9,451,315,275,40
06037404701,5646,1781,9,485,962,0,993,1416,1288,128
06037404702,4807,1435,65,7,1607,0,853,840,796,44
06037404703,3189,562,89,65,506,0,1465,502,496,6
06037404804,4487,1358,15,157,1047,0,640,1270,1169,101
06037404805,2972,909,0,1,769,0,523,770,757,13
06037404806,5862,1739,77,264,926,0,1962,894,853,41
06037404901,5640,1196,1,210,1220,0,1834,1179,1115,64
06037404902,3358,579,10,65,1193,0,740,771,726,45
06037404903,2520,660,33,121,754,0,480,472,472,0
06037405001,5621,1480,24,253,952,0,1713,1199,1104,95
06037405002,3346,838,53,86,435,0,783,1151,1115,36
06037405101,5120,970,39,139,1544,28,646,1754,1626,128
06037405102,4902,1078,251,98,1325,0,1093,1057,1052,5
06037405201,5307,2070,12,197,897,0,1185,946,887,59
06037405202,4631,1208,38,109,978,0,1108,1190,1190,0
06037405203,3086,867,17,0,728,0,965,509,477,32
06037405301,3108,1157,34,48,726,9,641,493,390,103
06037405302,5650,1592,177,172,937,0,1142,1630,1452,178
06037405400,4807,1599,141,224,897,51,807,1088,973,115
06037405500,6333,2277,29,146,1272,0,1555,1054,689,365
06037405600,5613,2033,301,116,1008,0,1219,936,823,113
06037405701,3839,1442,160,11,945,0,903,378,314,64
06037405702,5319,1783,102,51,807,0,1219,1357,1303,54
06037405800,5590,2320,197,8,1032,0,1262,771,494,277
06037405900,4212,1957,103,9,608,0,1177,358,274,84
06037406000,5345,1997,219,10,600,53,1131,1335,1128,207
06037406101,3125,1080,80,0,408,0,644,913,774,139
06037406103,8173,3773,547,143,666,0,1684,1360,1045,315
06037406201,3505,1494,102,35,670,0,775,429,316,113
06037406300,6131,1691,161,231,2065,0,1114,869,626,243
06037406413,6473,2096,88,21,1450,0,1967,851,595,256
06037406500,7682,1042,42,0,2414,0,2287,1897,1477,420
06037406601,4923,1675,275,25,1478,18,1092,360,210,150
06037406602,4846,1002,48,98,983,0,2163,552,442,110
06037406701,3357,551,310,13,523,0,1178,782,752,30
06037406702,6512,2073,88,5,1770,99,1741,736,690,46
06037406801,4932,1656,185,64,1016,33,1327,651,567,84
06037406903,7708,2068,307,63,1074,217,2984,995,862,133
06037407001,5971,1971,15,210,538,0,2488,749,687,62
06037407002,3490,1135,1,0,401,0,1554,399,383,16
06037407101,4633,1290,0,114,298,0,2495,436,427,9
06037407102,5332,1494,136,250,717,0,2408,327,297,30
06037407201,3571,1049,39,48,332,0,1583,520,480,40
06037407202,3035,702,0,499,335,0,1090,409,403,6
06037407301,3889,1360,34,18,764,0,1186,527,465,62
06037407302,3421,1671,0,47,351,7,762,583,371,212
06037407400,1989,319,62,38,490,11,845,224,135,89
06037407501,3919,785,45,5,1122,0,1421,541,432,109
06037407502,4007,977,25,94,261,0,2055,595,453,142
06037407601,3922,380,78,20,589,0,2256,599,599,0
06037407602,4126,1011,97,2,442,4,1840,730,692,38
06037407701,4355,1080,167,23,716,24,1703,642,592,50
06037407702,6635,2226,2,129,1483,0,2125,670,637,33
06037407801,5157,1817,192,39,1292,0,1463,354,273,81
06037407802,3386,898,48,42,611,39,1445,303,202,101
06037407901,4374,1505,57,63,339,0,1368,1042,1041,1
06037407902,1542,240,40,89,669,0,284,220,199,21
06037408003,4790,943,267,17,1353,0,1646,564,402,162
06037408004,2497,351,436,0,948,0,484,278,205,73
06037408005,5271,1215,257,13,2144,0,857,785,563,222
06037408006,3717,599,31,0,1973,5,869,240,171,69
06037408133,6227,1243,693,83,1677,0,2048,483,387,96
06037408134,2823,541,25,0,1621,0,262,374,327,47
06037408135,4249,736,189,2,2429,0,401,492,359,133
06037408136,3716,681,435,51,1245,0,725,579,513,66
06037408137,4202,581,381,0,1720,33,895,592,523,69
06037408138,5035,1378,111,44,250,0,2205,1047,736,311
06037408139,4581,1130,0,0,368,0,2619,464,451,13
06037408140,3639,570,17,0,248,0,2373,431,395,36
06037408141,4692,1072,29,39,633,0,2509,410,356,54
06037408212,4641,575,65,0,2647,0,1035,319,243,76
06037408213,5847,692,110,256,3316,65,1132,276,63,213
06037408301,6016,1484,45,0,685,0,3027,775,756,19
06037408302,3589,1059,125,29,270,0,1579,527,396,131
06037408303,4502,1228,8,0,681,0,1262,1323,1134,189
06037408401,4467,1003,6,10,1197,6,1946,299,257,42
06037408402,6606,2687,42,182,1516,0,1477,702,534,168
06037408503,7037,2070,104,10,3056,0,832,965,649,316
06037408504,5262,1432,14,119,1655,0,1317,725,424,301
06037408505,2546,878,44,24,1035,0,278,287,287,0
06037408623,3232,471,177,28,2030,10,276,240,174,66
06037408624,3027,785,2,77,1766,0,324,73,65,8
06037408625,3807,904,7,11,1823,0,766,296,270,26
06037408626,3717,376,96,0,2799,0,290,156,140,16
06037408627,2861,421,30,11,1965,12,303,119,65,54
06037408628,5358,830,11,12,3509,0,724,272,140,132
06037408629,3053,668,4,83,1668,0,375,255,137,118
06037408631,5195,1410,9,54,1975,0,1202,545,204,341
06037408703,5743,550,68,15,4300,8,287,515,368,147
06037408705,5580,827,5,7,3844,0,620,277,237,40
06037408707,6618,1279,64,115,4560,3,313,284,64,220
06037408722,4210,621,0,10,2570,0,631,378,222,156
06037408724,5362,87,50,0,1570,29,3347,279,269,10
06037408725,6075,1369,45,23,3390,0,800,448,384,64
06037408800,4645,1314,515,25,493,0,1662,636,365,271
06037408900,5826,3433,175,10,588,0,401,1219,778,441
06037409000,7673,1954,141,276,413,0,2619,2270,1880,390
06037409100,5470,1481,50,21,1654,31,1615,618,424,194
06037430003,4855,2648,91,155,932,0,387,642,507,135
06037430004,3129,1340,64,0,690,0,436,599,474,125
06037430005,3849,1281,258,129,1148,0,365,668,406,262
06037430101,4841,2235,457,22,688,0,577,862,747,115
06037430102,5012,1514,206,79,567,0,1902,744,703,41
06037430200,1037,663,2,0,290,0,14,68,57,11
06037430301,4548,2759,192,0,668,0,171,758,570,188
06037430302,5054,2808,54,0,626,129,322,1115,589,526
06037430400,4358,1554,64,40,2418,0,61,221,107,114
06037430501,4609,2793,471,0,890,0,67,388,162,226
06037430502,6542,4707,108,58,1159,0,146,364,144,220
06037430600,4567,1476,64,0,2305,0,213,509,72,437
06037430701,5224,2363,56,0,2057,0,312,436,218,218
06037430721,3403,1217,39,36,1904,0,53,154,86,68
06037430723,4967,1222,55,0,2329,0,283,1078,885,193
06037430724,5190,1110,86,21,2870,225,496,382,209,173
06037430801,6867,1424,228,0,3730,36,965,484,145,339
06037430802,4199,964,0,6,3080,0,30,119,78,41
06037430803,5012,1233,0,8,3221,0,337,213,69,144
06037430901,4389,1840,269,18,528,0,736,998,596,402
06037430902,5304,1707,411,16,1360,0,878,932,805,127
06037431002,2907,1538,124,30,516,66,131,502,297,205
06037431003,4705,2111,332,0,494,0,665,1103,1030,73
06037431004,3462,1822,38,18,418,0,916,250,192,58
06037431100,7062,2303,686,122,936,77,1580,1358,899,459
06037431200,6276,1516,315,134,568,5,2352,1386,1209,177
06037431300,2543,1071,26,3,520,36,356,531,326,205
06037431400,3738,1272,28,250,1131,42,351,664,522,142
06037431501,4068,956,9,0,1868,1,828,406,335,71
06037431502,4430,1297,56,10,2047,0,394,626,536,90
06037431600,3810,727,42,10,2613,0,40,378,238,140
06037431701,6343,1462,106,18,4280,0,134,343,0,343
06037431800,5040,1398,140,27,2783,0,138,554,306,248
06037431900,3615,781,26,0,2246,57,35,470,392,78
06037432001,2231,340,29,11,1638,0,147,66,0,66
06037432002,5354,1253,6,0,3308,56,300,431,182,249
06037432101,4813,775,0,19,3227,58,205,529,310,219
06037432102,5736,1244,29,0,4195,0,46,222,111,111
06037432201,4500,598,15,0,3123,0,360,404,299,105
06037432202,3922,440,33,119,2442,0,706,182,182,0
06037432300,3922,846,0,18,1627,41,205,1185,1176,9
06037432401,3951,1210,33,138,1446,0,510,614,581,33
06037432402,5480,1154,34,19,1998,0,1202,1073,1034,39
06037432501,4450,976,19,14,1976,0,1013,452,351,101
06037432502,4024,427,0,144,1172,0,876,1405,1309,96
06037432601,6489,1655,247,173,1853,0,956,1605,1548,57
06037432602,4478,775,12,17,1875,0,1344,455,428,27
06037432700,4808,1218,0,33,1286,7,1053,1211,1203,8
06037432801,2401,541,0,47,930,6,489,388,388,0
06037432802,5523,1427,31,784,847,30,1174,1230,1230,0
06037432901,4034,453,41,159,2325,0,907,149,115,34
06037432902,3026,316,29,16,1758,17,604,286,144,142
06037433103,7149,1146,0,17,3165,54,2515,252,243,9
06037433200,5981,870,29,132,1779,102,2202,867,759,108
06037433302,1867,334,0,15,671,0,661,186,186,0
06037433304,4320,1237,36,284,1141,0,583,1039,1039,0
06037433305,4614,670,30,261,927,0,1576,1150,1089,61
06037433306,3137,646,52,392,1070,0,252,725,704,21
06037433307,2798,421,0,75,1110,0,822,370,370,0
06037433402,4627,679,34,21,1284,0,2410,199,148,51
06037433403,5141,1214,20,0,1161,0,2462,284,260,24
06037433505,4390,740,122,0,1401,153,1527,447,419,28
06037433506,3838,939,0,25,599,0,1868,407,352,55
06037433601,5121,420,1,0,3608,0,942,150,150,0
06037433602,2757,251,0,5,1840,0,541,120,110,10
06037433803,3181,1006,30,14,629,0,981,521,510,11
06037433804,4660,873,8,248,541,0,2506,484,449,35
06037433901,5556,1670,27,165,1004,22,1722,946,820,126
06037433903,5146,1391,19,173,389,0,2410,764,756,8
06037434001,4381,950,4,8,1047,50,1941,381,147,234
06037434003,3886,1301,27,21,424,0,1746,367,358,9
06037434004,3109,538,39,19,552,0,1240,721,696,25
06037434100,6102,1552,40,41,1323,0,2202,944,813,131
06037460001,1918,1364,2,0,417,0,29,106,51,55
06037460002,2782,1622,20,47,755,0,39,299,110,189
06037460101,5817,3996,407,0,750,0,250,414,222,192
06037460200,5785,1838,1566,0,341,0,1095,945,398,547
06037460301,4797,1962,1676,58,231,0,190,680,232,448
06037460302,4257,1673,1064,8,204,0,477,831,689,142
06037460401,1000,322,359,0,150,9,88,72,8,64
06037460501,5306,2722,18,0,2125,0,8,433,113,320
06037460502,4771,2704,15,9,1591,0,49,403,124,279
06037460601,5199,3088,11,0,1387,0,224,489,315,174
06037460700,5102,3379,174,0,1142,12,78,317,39,278
06037460800,2860,1690,124,0,748,0,92,206,141,65
06037460900,6720,2094,881,0,667,0,2282,796,386,410
06037461000,5788,1294,1507,85,282,0,1752,868,544,324
06037461100,5055,2183,832,192,180,0,1151,517,327,190
06037461200,4217,2667,516,9,191,0,184,650,300,350
06037461300,6572,5021,97,20,176,0,432,826,222,604
06037461400,2736,1675,239,48,129,0,325,320,236,84
06037461501,3615,1456,562,9,332,0,637,619,275,344
06037461502,6245,1694,1419,80,392,0,2086,574,353,221
06037461600,5495,1191,1014,0,734,0,1767,789,519,270
06037461700,1386,835,83,0,164,0,112,192,93,99
06037461901,4796,1416,389,81,285,17,1464,1144,886,258
06037461902,2000,788,136,29,603,0,212,232,174,58
06037462001,4280,882,524,77,232,0,2292,273,157,116
06037462002,3893,659,694,14,158,0,2105,263,250,13
06037462100,4808,1280,298,0,396,0,1997,837,471,366
06037462201,3957,1525,197,20,843,0,778,594,498,96
06037462202,2951,1207,158,0,993,0,384,209,78,131
06037462301,4504,1825,269,5,453,25,1482,445,206,239
06037462302,3338,1156,342,20,524,0,814,482,304,178
06037462400,3874,1957,95,37,487,0,743,555,357,198
06037462500,6454,3167,250,40,1616,0,295,1086,340,746
06037462600,2349,1490,56,0,252,0,145,406,158,248
06037462700,5539,2367,610,0,1172,0,963,427,231,196
06037462800,2875,1238,150,0,513,0,553,421,224,197
06037462900,3828,1644,330,21,757,0,441,635,419,216
06037463000,2748,1177,132,16,908,0,0,515,266,249
06037463103,5474,2210,177,4,1591,28,1172,292,113,179
06037463200,3428,1551,107,0,1021,13,379,357,282,75
06037463300,1934,983,71,0,596,0,57,227,137,90
06037463400,5547,2506,236,42,1463,0,760,540,100,440
06037463500,6063,3621,135,0,1357,3,341,606,215,391
06037463601,5924,3188,253,10,1621,14,377,461,219,242
06037463602,5682,2335,412,55,1863,0,237,780,302,478
06037463700,3473,2333,131,0,543,0,79,387,239,148
06037463800,4001,2251,29,0,488,0,355,878,478,400
06037463900,3185,2107,76,24,547,0,92,339,89,250
06037464000,5387,2818,434,36,1338,0,252,509,274,235
06037464101,2014,532,0,0,1357,0,25,100,8,92
06037464102,4618,1258,40,0,3101,18,61,140,48,92
06037464200,5810,1325,23,7,4059,0,9,387,167,220
06037480002,3936,952,16,0,2485,0,275,208,151,57
06037480011,5154,1379,126,0,2485,0,905,259,215,44
06037480012,4908,1143,107,0,2785,41,437,395,202,193
06037480101,4218,615,4,0,3342,0,200,57,9,48
06037480102,4059,971,33,43,2432,0,218,362,208,154
06037480201,3644,1235,30,0,1172,9,770,428,263,165
06037480202,2756,684,38,17,1434,0,368,215,143,72
06037480302,4384,1290,22,63,1759,0,720,530,350,180
06037480303,4387,605,239,30,2261,0,859,393,249,144
06037480304,4426,545,52,14,2731,0,855,229,170,59
06037480400,5517,1365,209,84,2456,0,724,679,188,491
